Type;Fuel;Segment;Euro Standart;Road Slope;Load;Alpha;Beta;Gamma;Delta;Epsilon;Zita;Hta;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.00;1.00;0.00413922801753506;0.0990474891394625;-2.49035575603354;22.2192553724001;0.00054243195591915;-0.0101132010673761;0.0850795479100663;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.04;0.00;0.000185836979349836;0.0801154391216027;3.79726895151185;9.02064635624515;-0.0000227145016368413;0.00700802862486404;0.104538586173579;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.04;0.5;-0.000574335765770997;0.624356965257867;21.3661412105221;23.8378675610074;-0.0000732946316861494;0.0256437156293397;0.429948278442082;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.04;1.00;-0.0289550932380762;1.61741658454145;15.5648607882955;-17.6993761159748;-0.000699702229657461;0.0431587569621202;0.115488500015068;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;-0.04;0.00;0.000415227815184918;-0.107195087110346;7.67594939062864;37.9199386927059;0.000355076181324096;0.030860370646765;0.50570613016074;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;-0.04;0.5;0.000343556656135555;-0.0810293638295922;5.21702264149855;12.7836822768127;0.00022801099091336;0.0123236314678659;0.335687928557297;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;-0.04;1.00;-0.000646078215417352;0.0795688291253987;-1.58232894297835;18.6628550632048;0.000459359096502478;-0.0127065675228238;0.163706248060847;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.00;0.00;0.0000367948796226797;0.0151798534385526;1.40423541283091;7.33778591672158;-0.0000173502567906885;0.00537829707930418;0.0524597452735091;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.00;0.5;0.000827580262062333;0.0256183120574758;0.183205179571593;5.21817462843256;0.00012134874736731;-0.000422112755690362;0.0321860939163689;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.00;1.00;0.00413922801753506;0.0990474891394625;-2.49035575603354;22.2192553724001;0.00054243195591915;-0.0101132010673761;0.0850795479100663;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.04;0.00;0.000185836979349836;0.0801154391216027;3.79726895151185;9.02064635624515;-0.0000227145016368413;0.00700802862486404;0.104538586173579;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.04;0.5;-0.000574335765770997;0.624356965257867;21.3661412105221;23.8378675610074;-0.0000732946316861494;0.0256437156293397;0.429948278442082;;;;;;
heavyCommercial;Diesel;rigid32;Euro IV;0.04;1.00;-0.0289550932380762;1.61741658454145;15.5648607882955;-17.6993761159748;-0.000699702229657461;0.0431587569621202;0.115488500015068;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;-0.04;0.00;-0.00563587136318206;0.539784718542705;-2.59796919982441;4.87551016483706;0.00315263515241511;-0.0175137354317529;0.0452069362279878;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;-0.04;0.5;-0.00362676499657723;0.348753453703416;-1.72272515939636;3.23618211060478;0.001958500832273;-0.0117789163764259;0.0321556778550011;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;-0.04;1.00;-0.00421405092437339;0.417831068824449;-2.08031937822628;3.80445420536926;0.00221102399339625;-0.0136745386219717;0.03754767051971;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.00;0.00;0.0118605634915;0.181890138416741;0.757759341827839;7.75849382247717;0.0020717868849191;-0.0126048882616422;0.109643731875486;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.00;0.5;0.0222898912258739;0.704665311344276;-2.74776754362095;6.4143905034264;0.00343621891251585;-0.0137513308731235;0.0480003258076147;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.00;1.00;0.0364602432556898;1.61340121913623;-5.66678181552065;7.88415437810449;0.00500881281470596;-0.00763076093658557;0.0227829029245006;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.04;0.00;0.0161181305244208;0.112157721551144;13.138797743799;5.10794567364556;0.000633197712166565;0.021951823165389;0.198986451420663;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.04;0.5;0.0475236244115493;-0.394881523564711;5.26060161835112;7.49595869903375;0.00148313701858737;-0.0135709758167887;0.134137924209373;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.04;1.00;0.073741257782914;-0.0444868855987963;0.442376948988148;3.29755804588728;0.00181457358304594;-0.00873832336407247;0.0375280776617986;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;-0.04;0.00;-0.00594574754836819;0.585582211415361;-2.80723707369535;5.25009617466009;0.00354894918884078;-0.0200841471963701;0.0529247381976267;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;-0.04;0.5;-0.00368806391214815;0.363424464430497;-1.7394481168961;3.1771057313711;0.00207768152290684;-0.0122499196187465;0.0337522132252158;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;-0.04;1.00;-0.00420385149432545;0.42566365321134;-2.04837562857146;3.61091582141901;0.00226320031388318;-0.0135803813409619;0.0373747570962872;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.00;0.00;0.036098664610761;0.487127861817931;1.19185722543521;18.1903997315168;0.00594147375234135;-0.0390227395233641;0.282285171167715;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.00;0.5;0.0280290794353107;0.823454185884205;-3.20750731511173;7.02019920806355;0.00403333390584989;-0.0157279991667156;0.0541999936619396;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.00;1.00;0.042724456737396;1.80463670211933;-6.3574605028686;9.02998839716284;0.00551745202044883;-0.00820357613069498;0.0291036271116248;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.04;0.00;0.0134795010974212;0.06512280197744;10.6170116989302;2.3943476618943;0.000502473380364942;0.015762607430503;0.16482641656625;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.04;0.5;0.0497455241117746;-0.310786320618544;3.44493432993623;4.8942424118164;0.001525250819248;-0.0125692705626375;0.0956060929644481;;;;;;
heavyCommercial;Diesel;rigid32;Euro V;0.04;1.00;0.122549539913532;0.631256949473366;-0.842858659555682;1.73902457515516;0.0030048301148426;-0.00173445714101509;0.0149029191328883;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;-0.04;0.00;-0.00586789772648955;0.57237128115667;-2.76280096459849;5.12210148530089;0.00343236439592653;-0.0193676661737719;0.0500627897793945;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;-0.04;0.5;-0.00369145748103484;0.361162355624807;-1.73985974627304;3.19660897222645;0.00206280585202128;-0.0122452082882632;0.033625661657529;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;-0.04;1.00;-0.00423063939346053;0.424815465159708;-2.03720878799746;3.64136851527068;0.00227043246358892;-0.0136998724927163;0.0381883569243783;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;0.00;0.00;0.0351177961510622;0.547304504843714;0.815681103558875;18.3057526036842;0.00605185373941487;-0.0386337478744364;0.274699131451823;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;0.00;0.5;0.0497246945388335;1.54621683892655;-5.90864219804176;12.8555100418934;0.00747230568467666;-0.0284938957370519;0.0986361751012568;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;0.00;1.00;0.0421225718573547;1.80717960147142;-6.41741227296622;9.27803601933999;0.00563675795178239;-0.00938694286969596;0.032004225260226;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;0.04;0.00;0.0202274677459346;0.0364706700337093;13.9506700329965;4.20376629163835;0.000813450777070353;0.0181016723000062;0.227727441061944;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;0.04;0.5;0.049115629901495;-0.307946985965586;3.85278515456806;5.11901722379134;0.00154265411279143;-0.0124566823185668;0.103067550634328;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI A/B/C;0.04;1.00;0.0707563839598065;-0.00161882806842771;0.0410937478105699;2.72420253882909;0.00172899094370602;-0.00760311736536058;0.0285273146087699;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;-0.04;0.00;-0.00586789772648955;0.57237128115667;-2.76280096459849;5.12210148530089;0.00343236439592653;-0.0193676661737719;0.0500627897793945;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;-0.04;0.5;-0.00369145748103484;0.361162355624807;-1.73985974627304;3.19660897222645;0.00206280585202128;-0.0122452082882632;0.033625661657529;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;-0.04;1.00;-0.00423063939346053;0.424815465159708;-2.03720878799746;3.64136851527068;0.00227043246358892;-0.0136998724927163;0.0381883569243783;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;0.00;0.00;0.0351177961510622;0.547304504843714;0.815681103558875;18.3057526036842;0.00605185373941487;-0.0386337478744364;0.274699131451823;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;0.00;0.5;0.0497246945388335;1.54621683892655;-5.90864219804176;12.8555100418934;0.00747230568467666;-0.0284938957370519;0.0986361751012568;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;0.00;1.00;0.0421225718573547;1.80717960147142;-6.41741227296622;9.27803601933999;0.00563675795178239;-0.00938694286969596;0.032004225260226;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;0.04;0.00;0.0202274677459346;0.0364706700337093;13.9506700329965;4.20376629163835;0.000813450777070353;0.0181016723000062;0.227727441061944;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;0.04;0.5;0.049115629901495;-0.307946985965586;3.85278515456806;5.11901722379134;0.00154265411279143;-0.0124566823185668;0.103067550634328;;;;;;
heavyCommercial;Diesel;rigid32;Euro VI D/E;0.04;1.00;0.0707563839598065;-0.00161882806842771;0.0410937478105699;2.72420253882909;0.00172899094370602;-0.00760311736536058;0.0285273146087699;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;-0.04;0.00;0.00020181037568809;-0.0566567995103032;4.50065805455216;27.8924031578311;0.000153624710932954;0.0176411394535664;0.231331290609318;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;-0.04;0.5;0.000423256502549377;-0.109138307853339;7.80299680038008;38.6098369388579;0.000290687194021108;0.0250922139089683;0.411786580417616;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;-0.04;1.00;0.000606313099619949;-0.151263632671144;10.3965397075181;43.0412425193137;0.000384743842583164;0.0291059509661204;0.550313016446296;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;0.00;0.00;0.0000513795215192343;0.0260702001933949;2.85404995236618;6.51284636408525;-0.0000419451988998297;0.0124426211434115;0.0368840720171123;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;0.00;0.5;-0.0000423457841101171;0.0219484065310491;2.20553536098647;5.4355596620406;-0.0000319627617906881;0.00825110920261876;0.0371533742736922;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;0.00;1.00;-0.0000491347034054066;0.0191884553615377;2.20099614645208;9.78945734853212;-0.0000215899398686712;0.00623124633826675;0.0652829560112001;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;0.04;0.00;0.00029254805502393;0.0619211566030653;4.55784214050554;22.3863126149175;-0.0000408892318304684;0.0109009380561919;0.12853861449422;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;0.04;0.5;0.000152318298789839;0.0672523248477504;3.6276422979;10.7481010948246;-0.0000236996003861892;0.00677574288263731;0.085139884334813;;;;;;
heavyCommercial;Diesel;artic14a20;Conventional;0.04;1.00;-0.000493125000131539;0.462238341833769;19.3628402836432;34.7653527669178;-0.000105438420396777;0.0296813652838553;0.396548062362431;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;-0.04;0.00;0.000588208270783234;-0.165273480537602;13.1668864980748;76.1017204762741;0.000529509646008214;0.0646163970018042;0.869129497684295;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;-0.04;0.5;0.00121485309270323;-0.314194595020638;22.5940971848737;98.6006493941368;0.000950346608408647;0.0871705225628301;1.50789626001468;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;-0.04;1.00;0.00065332173176147;-0.163288166624048;11.2723416376887;38.6773337955285;0.000459062409182143;0.0360617580378979;0.74489891326449;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;0.00;0.00;0.0000571966865786904;0.024816843419228;2.41390590695765;5.76385864891209;-0.000048537677429447;0.0136651056082942;0.0450345222301827;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;0.00;0.5;0.00000642723605428;0.0127587738554637;1.27487339216107;6.169251825388;-0.0000156160468122513;0.00517334696079417;0.0507004934023961;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;0.00;1.00;-0.000283048956260373;0.0293981776204946;2.83816493902256;5.77198918893277;-0.000070127425822912;0.0105763519633942;0.0710084849258424;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;0.04;0.00;0.000110786055381316;0.0444969428297122;2.3334462433465;6.48078482718315;-0.0000260388497969092;0.00699262740641518;0.0712249330679665;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;0.04;0.5;0.0000736053487984165;0.0715856270446133;3.29209974291102;7.21577118469045;-0.0000214944514716868;0.0067654916329926;0.0955267537011545;;;;;;
heavyCommercial;Diesel;artic14a20;Euro I;0.04;1.00;-0.000451046851581247;0.245045820283182;9.36555565807596;13.4010031692633;-0.0000555042934470842;0.015716814723522;0.231707220615475;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;-0.04;0.00;0.000187879480349464;-0.0537717313359651;4.39638979093826;23.74779206653;0.000164008333522868;0.0235746647097161;0.320392613404689;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;-0.04;0.5;0.00112677864638196;-0.296510058306405;21.8233891108357;88.1852542464167;0.000871166975155405;0.0910544847723082;1.59982239087251;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;-0.04;1.00;0.000611089993921678;-0.154823969233691;10.881958138109;33.6159706054047;0.000426726004887169;0.0368068070940949;0.787231818521801;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;0.00;0.00;0.000046991946922572;0.0266536066970298;2.33506556599188;5.17075229225598;-0.0000520875526260145;0.014162934149052;0.0491921216797356;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;0.00;0.5;3.00752075556337E-06;0.013481623820155;1.25770062018573;5.69314535394347;-0.0000162212403137768;0.0053081892787755;0.0541590544078061;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;0.00;1.00;-0.000523246602116395;0.039830621280465;3.51310161151659;3.50222135355742;-0.000118748490482677;0.0144376237109582;0.0751883825005928;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;0.04;0.00;0.000132882905096939;0.0454278811329093;2.52512542791545;7.86469205396411;-0.0000241617412923045;0.00703415026795597;0.0946835676386167;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;0.04;0.5;0.000149243860771966;0.0960674778321686;4.36679264703321;9.45377273373334;-0.0000285631017480005;0.00913699006695465;0.135689544913697;;;;;;
heavyCommercial;Diesel;artic14a20;Euro II;0.04;1.00;0.0000211890606804488;0.204698706121745;7.68814797748332;11.7627787783931;-0.0000421575854205895;0.0134721578663277;0.200381486753464;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;-0.04;0.00;0.000172105362123636;-0.0554328780267101;5.30585150386207;31.6071931661879;0.000104839159547743;0.0287290503570615;0.335666844817946;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;-0.04;0.5;0.000368194655478149;-0.107704826249006;9.1014202245417;42.3556238676085;0.000194246512944443;0.0404551339215606;0.594845858177833;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;-0.04;1.00;0.000608483926643078;-0.169113565167684;13.3826865247334;48.4041566910157;0.000293978228173336;0.048863406192797;0.879376422008111;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;0.00;0.00;0.0000361631759055817;0.0195230304938849;1.87859969816578;5.9015153260388;-0.0000360734314489577;0.0102593997317153;0.0469144738731465;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;0.00;0.5;-1.36410743473965E-06;0.0149674105840749;1.46325838509724;6.72017605983643;-0.0000176898757283957;0.00580609642667961;0.0587023849614775;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;0.00;1.00;-0.000296540145035598;0.0221452571389037;2.35551656115642;4.450467862755;-0.0000679962803027844;0.0085283946627362;0.0604669430769455;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;0.04;0.00;0.0000813986870479762;0.0403242081064511;2.09430753145137;5.73629629402548;-0.0000205207226102748;0.00587297162968029;0.0688489625894578;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;0.04;0.5;0.0000905320011659428;0.072448247718652;3.37928554241067;7.48016407378519;-0.0000207269477595749;0.00675333772581949;0.0994911312599759;;;;;;
heavyCommercial;Diesel;artic14a20;Euro III;0.04;1.00;-0.000113953003210271;0.128094439162671;4.84867070833672;7.14074664919336;-0.0000264046471230479;0.00816783890663101;0.120145331191395;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;-0.04;0.00;0.000303465172625497;-0.0778159905467243;5.53349953840232;24.5771941605881;0.000333049865600326;0.0289353095070041;0.503376695230816;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;-0.04;0.5;0.0004433466107259;-0.107124756060811;7.09646278519145;21.2382215545185;0.000434936672481504;0.0278228903650924;0.654630912468565;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;-0.04;1.00;0.000805097406766418;-0.187356779885783;11.8872698180545;21.1570652621956;0.000707107221967151;0.0333001437112154;1.07713893500595;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.00;0.00;0.0000853154687256034;0.00419816898729768;0.852639804101872;4.02204900126342;-5.76317570025043E-06;0.0037788821543047;0.0485226949338567;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.00;0.5;-0.000062420460108195;0.022491916314216;1.64648434209321;4.55159582728177;-0.0000306870180822567;0.00758267750379747;0.0634883960268336;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.00;1.00;-0.000223394236689457;0.0329030343943125;3.48749879654183;11.7044610341812;-0.0000546026757882263;0.0105733328669788;0.16350397634099;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.04;0.00;0.000149448575000193;0.0592521434810836;2.85808833913067;7.04448847268611;-0.0000253454240693067;0.00769917866079674;0.113948005450526;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.04;0.5;0.00010431400157206;0.249388115436181;9.59643288007228;14.1106072741246;-0.0000512715585350088;0.0188115659143105;0.315774731096264;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.04;1.00;-0.000475265573783342;0.36840300962033;12.1444573279868;12.1860748040914;-0.0000572246292792922;0.0196073835268221;0.333297361231039;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;-0.04;0.00;0.000303465172625497;-0.0778159905467243;5.53349953840232;24.5771941605881;0.000333049865600326;0.0289353095070041;0.503376695230816;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;-0.04;0.5;0.0004433466107259;-0.107124756060811;7.09646278519145;21.2382215545185;0.000434936672481504;0.0278228903650924;0.654630912468565;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;-0.04;1.00;0.000805097406766418;-0.187356779885783;11.8872698180545;21.1570652621956;0.000707107221967151;0.0333001437112154;1.07713893500595;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.00;0.00;0.0000853154687256034;0.00419816898729768;0.852639804101872;4.02204900126342;-5.76317570025043E-06;0.0037788821543047;0.0485226949338567;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.00;0.5;-0.000062420460108195;0.022491916314216;1.64648434209321;4.55159582728177;-0.0000306870180822567;0.00758267750379747;0.0634883960268336;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.00;1.00;-0.000223394236689457;0.0329030343943125;3.48749879654183;11.7044610341812;-0.0000546026757882263;0.0105733328669788;0.16350397634099;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.04;0.00;0.000149448575000193;0.0592521434810836;2.85808833913067;7.04448847268611;-0.0000253454240693067;0.00769917866079674;0.113948005450526;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.04;0.5;0.00010431400157206;0.249388115436181;9.59643288007228;14.1106072741246;-0.0000512715585350088;0.0188115659143105;0.315774731096264;;;;;;
heavyCommercial;Diesel;artic14a20;Euro IV;0.04;1.00;-0.000475265573783342;0.36840300962033;12.1444573279868;12.1860748040914;-0.0000572246292792922;0.0196073835268221;0.333297361231039;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;-0.04;0.00;-0.00383040120374219;0.386023012876231;-2.05123204706713;3.77210127652985;0.00329973616749455;-0.01908221511977;0.0445844322406066;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;-0.04;0.5;-0.0046164151337075;0.45966064297425;-2.3046830889904;4.50892710695563;0.00395583948178288;-0.0234826971049397;0.0647253887660454;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;-0.04;1.00;-0.00538288561985133;0.534625744921037;-2.67982980865289;5.10865287592298;0.0044063520036215;-0.0264653700621002;0.0732723133343026;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.00;0.00;0.00757858144999524;0.0779692130547719;1.32672615359148;5.20591462980295;0.00173005565045361;-0.00855160871195442;0.125257037487343;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.00;0.5;0.0149404873870129;0.292077795726512;-0.540135724898379;6.16959562172751;0.00320491575256988;-0.0179105642557892;0.10947832890132;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.00;1.00;0.0195507997569155;0.544932181146792;-1.76857064928777;5.58979617969647;0.00388209326271458;-0.0150189351875892;0.072438804003589;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.04;0.00;0.00479517118880973;0.196196993589798;8.88406606103311;1.41451184262483;0.000174567966910061;0.0317232147126359;0.173571579259442;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.04;0.5;0.00687820736527789;0.714980148576201;17.8028671524829;-0.156570347506069;0.000122686651281087;0.0612826146981991;0.298985753567879;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.04;1.00;0.128248923851588;-1.02298983041436;9.15083479363797;15.2545835436718;0.00544045488302436;-0.0529791379493348;0.384730032300014;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;-0.04;0.00;-0.00402460645142948;0.410520193046056;-2.07300245509038;3.69618768131216;0.00352862705357255;-0.0194545056060729;0.0465056635562626;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;-0.04;0.5;-0.00469683561429936;0.473272386719963;-2.27751520263884;4.22421801343243;0.00404525796548584;-0.0230008639211071;0.0630385497530048;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;-0.04;1.00;-0.0054134916016271;0.544255374599191;-2.63039404948042;4.74500239126605;0.00442422382718745;-0.0254044862931592;0.0695455812757782;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.00;0.00;0.004123190677755;0.00448913012082661;4.31169098732087;0.850764194823604;0.00070632254444026;0.00994725625000286;0.13454063097185;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.00;0.5;0.026834453536229;0.507272657693843;0.490261317237096;7.19926938621721;0.00540316626274547;-0.023236771616292;0.187904156483743;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.00;1.00;0.0228477296070809;0.643549503830981;-1.72618286017295;4.76013647381898;0.00430889096309877;-0.0132057276660729;0.0702365459339742;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.04;0.00;0.00486720910210028;0.338553725487071;12.6879355420871;-3.33472779004485;0.0000929934881452688;0.0479052580660515;0.217128805481978;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.04;0.5;0.0403837659645522;0.211125084890035;16.4977452541185;0.32406715376597;0.00186329264911048;0.0259423071951613;0.347055606118222;;;;;;
heavyCommercial;Diesel;artic14a20;Euro V;0.04;1.00;0.307492039331426;-1.09354721285626;23.0294775904974;18.314072884308;0.0125931237109283;-0.0680565258331517;0.730841637848762;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;-0.04;0.00;-0.00400693410442883;0.404866288996284;-2.03246089954683;3.62181744134971;0.00344443376167575;-0.0188433414269768;0.044969356566374;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;-0.04;0.5;-0.00474654926993163;0.473927063702468;-2.23670087455242;4.23801147246972;0.00403691969947221;-0.0227692165417908;0.0644602012314041;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;-0.04;1.00;-0.0054363650472019;0.541560388447142;-2.61952423050591;4.75701973286721;0.00438712010298068;-0.0252451526233215;0.0692596243864844;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;0.00;0.00;0.00463415885035899;0.0168816882196461;4.05982204724577;1.26530865267486;0.000867672737393817;0.0080503851889926;0.134966200988527;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;0.00;0.5;0.0269201426403121;0.55144165563615;0.432252507060828;7.46105501407842;0.0056403299361982;-0.0234465836715555;0.191192206115113;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;0.00;1.00;0.0219932845601673;0.652255934922628;-1.70059251306279;4.74597146487081;0.00431634378256536;-0.0129261327178988;0.0703159825109624;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;0.04;0.00;0.0037089485010982;0.232465353905565;9.05439986381449;-2.51995038489397;0.0000910307607906699;0.0342345549500932;0.152558276490074;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;0.04;0.5;0.0309283133591751;0.245796351601425;15.1172487936714;-0.329467433576365;0.00143584802296057;0.0279767588200988;0.306333059467069;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI A/B/C;0.04;1.00;0.348217234189847;-1.39851065287438;28.5872308559905;23.2018888028115;0.0145917037840323;-0.0835881438319445;0.914276635138777;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;-0.04;0.00;-0.00400693410442883;0.404866288996284;-2.03246089954683;3.62181744134971;0.00344443376167575;-0.0188433414269768;0.044969356566374;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;-0.04;0.5;-0.00474654926993163;0.473927063702468;-2.23670087455242;4.23801147246972;0.00403691969947221;-0.0227692165417908;0.0644602012314041;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;-0.04;1.00;-0.0054363650472019;0.541560388447142;-2.61952423050591;4.75701973286721;0.00438712010298068;-0.0252451526233215;0.0692596243864844;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;0.00;0.00;0.00463415885035899;0.0168816882196461;4.05982204724577;1.26530865267486;0.000867672737393817;0.0080503851889926;0.134966200988527;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;0.00;0.5;0.0269201426403121;0.55144165563615;0.432252507060828;7.46105501407842;0.0056403299361982;-0.0234465836715555;0.191192206115113;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;0.00;1.00;0.0219932845601673;0.652255934922628;-1.70059251306279;4.74597146487081;0.00431634378256536;-0.0129261327178988;0.0703159825109624;;;;;;
heavyCommercial;Diesel;artic14a20;Euro VI D/E;0.04;0.00;0.0037089485010982;0.232465353905565;9.05439986381449;-2.51995038489397;0.0000910307607906699;0.0342345549500932;0.152558276490074;;;;;;
